School Name,Mobile Number,Telephone Number,Address
"Mahaveer International Public School in Ashoka Garden, Bhopal",9009990354,,"Plot.no.1, 80 Feet Road, Ashoka Garden, Bhopal - 462023, Near Famous Juice Centre"
"International School Of Design in M P Nagar, Bhopal",,755-4939467,"Plot No. 152, First Floor Saif Complex, Zone -1, M P Nagar, Bhopal - 462011, Behind Axis Bank"
"Rukhmani Devi Public School in Hamidia Road, Bhopal",7947296350,,"National Highway 46, Hamidia Road, Bhopal - 462001, Airport Road  Near Parwaliya Sadak"
"Government Sardar Patel Higher Secondary School in Karond, Bhopal",No Number!,,"Berasia Road, Karond, Bhopal - 462038"
"Reema Vidya Mandir Higher Secondary School in Semra, Bhopal",,755-2705215,"Plot number 4, Semra Road, Semra, Bhopal - 462010, New Rajeev Nagar"
"Asia Pacific International School in Kolar Road, Bhopal",,755-2806244,"Kolar Road, Bhopal - 462042, Near UNI Homes"
"Saraswati Vidya Mandir Higher Sec. School in Lalwani Press Road, Bhopal",9893734450,,"A/79 New Ashoka Garden Bhopal, Lalwani Press Road, Bhopal - 462001"
"Glorious School in Karond, Bhopal",,7480-6557799,"140 AG Tower. Vinaiyak Velly . Opp Vyanjan Hotel . Bhopal, Bhanpur, PBGM College Road ., Karond, Bhopal - 462038, Karond ."
"Oakwoods School in Kotra, Bhopal",9179123037,,"Geetanjali Complex, School Plot, Geetanjali Square, Kotra, Bhopal - 462003, Behind Hajela Hospital"
"Vivekananda Vidyapeeth H.S.School in Bhopal Gpo, Bhopal",,755-2620246,"C-Sector Piplani Bhopal(M.P), Bhopal Gpo, Bhopal - 462001"
"Events Convent High School in Bagh Dilkusha, Bhopal",9893515101,,"70, Lallajpat Rai Colony, EVENTS CONVENT HIGH SCHOOL, Bagh Dilkusha, Bhopal - 462023, Madhya Pradesh"
"K M Convent Higher Secondary School in Misrod, Bhopal",9893489386,,"Houshanagabd Road, Misrod, Bhopal - 462026, Near CRPF Camp"
"L G M Memorial Higher Secondary School in Ibrahimganj, Bhopal",9826278332,,"Shanti Nagar, Ibrahimganj, Bhopal - 462026, Near Water Tank"
"Government Girl S School (Kanya Govindpura) in Govindpura, Bhopal",,755-4222888,"Sector b, Govindpura, Bhopal - 462023"
"Asha Niketan Deaf School Higher Secondary School in Arera Colony, Bhopal",9407002373,,"Asha Niketan, Campus, E 6, C Block, Arera Colony, Bhopal - 462016"
"T M Convent High Schoool in Sultania Road, Bhopal",,755-2545090,"Sultania Road, Bhopal - 462001, Near Telephone Exchange, Opposite SBI Bank"
"Foster Kids Play School and Day Care Center in Hoshangabad Road, Bhopal",,755-4917129,"House No 52, Hoshangabad Road, Bhopal - 462011, Near Saklecha Hospital, Sneh Nagar"
"Madhya Pradesh State Open School Education Board in Shivaji Nagar, Bhopal",,755-2671066,"1st Floor, Board Office Campus, Shivaji Nagar, Bhopal - 462016"
"Vidhya Sagar Higher Secondary School in Bhanpur, Bhopal",,755-2508619,"House No H 19,, Vidisha Road, Bhanpur, Bhopal - 462010, Near Railway Over Bridge"
"Father Agnel School in Karond, Bhopal",,755-2528309,"New Central Jail, Airport Road, Karond, Bhopal - 462038"
"St Frances H S School in Govindpura, Bhopal",9893028311,,"Jinsi, Govindpura, Bhopal - 462023"
"Vns Business School in , Bhopal",,755-2696787,"Neelbud, Nathu Barkheda Road, Bhopal - 462001"
"Anand Vidya Mandir in Jahangirabad, Bhopal",7582093344,,"Shahid Manzil, Jinsi Road, Bank Colony, Jahangirabad, Bhopal - 462008"
"Jack & Jill Foundation School in Arera Colony, Bhopal",,755-4272463,"Plot No E/1/33, Arera Colony, Bhopal - 462016, Near 7 No. Bus Stop"
"Takshshila Public School in Govindpura, Bhopal",,755-4273703,"Takshshila Parisar, Govindpura, Bhopal - 462023, Rachna Nagar"
"Laxmi Mandi School in Ashoka Garden, Bhopal",9893933619,,"Ashoka Garden, Ashok Vihar, 80 Feet Road, Ashoka Garden, Bhopal - 462023"
"Petals Pre School Minal in J K Road, Bhopal",7869054467,,"House No A -484 New Minal Residency, J K Road, Bhopal - 462023, Minal Gate Number -4"
"Shri Balaji Public School in , Bhopal",7612400653,,"Gol Bazaar, Jabalpur, Bhopal - 462002"
"Bright Future Kids Foundation School in Near Shopping Complex, Bhopal",9584032439,,"MIG 412, NEAR SHRI GURU KRISHN COMPLEX, SANJEEV NAGAR,NAVRI MANDIR, Bhopal - 462038, Near Shopping Complex"
"Rising Scholars Play Group And Nursery School in Gandhinagar, Bhopal",7947296384,,"The Bellaire Mint, Abbas Nagar Road, Gandhinagar, Bhopal - 462036, Near Gandhi Nagar"
"Navigator Technologies in Malviya Nagar, Bhopal",,755-4295241,"138, Opp Patrkar Bhavan, New Market,, Malviya Nagar, Bhopal - 462003"
"Bank Officers Puplic H. S. School in Bhopal Gpo, Bhopal",,755-2625794,"121/2, Narela Shankari, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001, Opp,ayodhya Nagar State Bank"
"Sankalp Public School in Hoshangabad Road, Bhopal",,755-2415019,"Hoshangabad Road, Bhopal - 462011, Shiv Shakti Nagar Ahmadpur"
"Bachpan A Play School in Raisen, Bhopal",9827439005,,"H.c 23, Abhiruchi Parisar ,, Raisen, Bhopal - 462023"
"Bhopal School Of Social Sciences in Hoshangabad Road, Bhopal",,755-2587283,"Habib Ganj, Hoshangabad Road, Bhopal - 462011"
"Kidzee in Arera Colony, Bhopal",9993600989,,"Sr, MIG 1, Arera Colony, Bhopal - 462016, Near Arera Palace And Opposite Ganesh Mandir"
"Maharshi Patanjali Sanskrit Sansthan in M P Nagar, Bhopal",,755-2576209,"Office No.R-24,, M P Nagar, Bhopal - 462011, Behind Chittor Complex,Zone 1"
"Government Girls Higher Secondary School in Barkheda, Bhopal",,755-2768069,"Barkheda, Bhopal - 462022, Behind Rashidia School"
"J.P Convent School in , Bhopal",9039126521,,"Railway Crossing, Karariya Sajidabad, Bhopal - 462010"
"Divine Minds Foundation School in Bag Mungalia, Bhopal",,755-4064391,"Arvind Vihar, HIG 1/654, Katara Hills Road, Bag Mungalia, Bhopal - 462043, Near Navjeevan Hospital"
"All Saints School in Idgah Hills, Bhopal",,755-2545555,"Plot No 13, Idgah Hills, Bhopal - 462001"
"Kempfort Public School in Kolar Road, Bhopal",,755-2414882,"Danishkunj Colony, Kolar Road, Bhopal - 462042, Near Danishkunj Square"
"Holy Angel Pre School in Arera Colony, Bhopal",8428450270,,"E-3/179, Hoshangabad Road, Arera Colony, Bhopal - 462016, Near Agarwal Hospital"
"Saplings Play School in Ashoka Garden, Bhopal",9407352323,,"Plot No 4B, 80 Feet Road, Ashoka Garden, Bhopal - 462023, Near Galaxy Boys Hostel"
"Bright Beginning School in Air Port, Bhopal",9424419477,,"C-256 Indra Vihar Society, Airport Road, Air Port, Bhopal - 462030, Faiz Masjid Road"
"Saraswati Bal Mandir Higher Secondary School in Bagh Dilkusha, Bhopal",9893402428,,"Bag Dilkhusa, Aanthyoday Nagar, Raisen Road, Bagh Dilkusha, Bhopal - 462023"
"Bhopal Academy Co-Ed higher Secondary School in Naveen Nagar, Bhopal",,755-4255599,"80 Feet RoadP755STD90937, Naveen Nagar, Bhopal - 462010, Near Railway Station"
"Trailblazers International School in Kohe Fiza, Bhopal",,755-4923520,"Bahaar Manzil, Ahmedabad Palace Compound, Kohe Fiza, Bhopal - 462001, Near Gate No 1"
"My World High Secondary School in Jahangirabad, Bhopal",,755-3201018,"13, Jinsi, Church Road, Jahangirabad, Bhopal - 462008, Near Jahangirabad"
"Red Rose School in Berasia Road, Bhopal",,755-2736849,"119-120, New Sindhi Colony, Bank Street, Berasia Road, Bhopal - 462001, Near Mata Mandir"
"School Of Excellence in Aish Bagh, Bhopal",,755-2750036,"A/328,Housing Board Colony, Aishbagh, Aish Bagh, Bhopal - 462010"
"Al-Hikmah Public School in Bhopal Gpo, Bhopal",9302523558,,"25 , Old Crescent School Building,, Jinsi Road, Jahangirabad Bhopal Mp, Bhopal Gpo, Bhopal - 462001"
"Jack & Jill Foundation School in Near Bust Stop No.7, Bhopal",,755-4272463,"Plot No.E1/33, Arera Colony,Mahavir Nagar, Bhopal - 462003, Near Bust Stop No.7"
"St Michael Higher Secondary School in Ibrahimpura, Bhopal",,755-2544450,"18/B, Surti House, Madina Hotel Lane, Ibrahimpura, Bhopal - 462001, Near Tolwali Masjid Road"
"Government Girls High School in Pushpa Nagar, Bhopal",,755-2741050,"Ward No. 35, , Railway Station, Navbahar Colony, 80 Feet Road, Pushpa Nagar, Bhopal - 462010"
"Maharishi Vidya Mandir in Berasia Road, Bhopal",,755-4047600,"Mcee Campus, Berasia Road, Bhopal - 462001, Lambhakeda"
"Bright Paragon Academy in Bhopal Gpo, Bhopal",,755-2414850,"S-1 Rajharsh, Kolar , Bhopal, M.P., Bhopal Gpo, Bhopal - 462001"
"Priyanka Public School in Chandbad, Bhopal",9827304025,,"House No 9, Chandbad, Bhopal - 462010, Near Kailash Nagar, Samerkela"
"Thirkan The School Of Art in Ashoka Garden, Bhopal",9926352590,,"5A/f Punjabi Bagh, Raisen Road, Ashoka Garden, Bhopal - 462023, Near Gurudwara"
"Bethel Public School H O in Jawahar Chowk, Bhopal",,755-4075616,"Saraswati Nagar, Jawahar Chowk, Bhopal - 462003"
"Priyanka Public School in Semra, Bhopal",9827304025,,"103, Semra, Bhopal - 462010, Near Phase No 2"
"Honey Bunch Foundation School in Hoshangabad Road, Bhopal",8839574914,,"D1/57, Danish Nagar Near Ashima Mall, Hoshangabad Road, Bhopal - 462011, Behind Gandhi PR College"
"Unique Convent School in Harshwardhan Nagar, Bhopal",,755-2571548,"L-150, Unique Educational Complex, Harshwardhan Nagar, Bhopal - 462003"
"Scent Flora School in Arera Colony, Bhopal",,755-4034357,"Sr. MIG-1 Near Habibganj Naka, Opp-Ganesh Mandir E-3, Arera Colony, Bhopal - 462016, Opp-Ganesh Mandir"
"International Public School in Hoshangabad Road, Bhopal",,755-2413806,"Ratanpur, Misrod.hoshangabad Road, Hoshangabad Road, Bhopal - 462011"
"Ginnori Bagiya Hamidiya Boys School in Budhwara, Bhopal",7049448004,,"90, Old Mcb College, Ginnori Road, Hathi Khana, Budhwara, Bhopal - 462001"
"Gyan Jyoti Academy Higher Secondary School in , Bhopal",7415667584,,"Indus Towne, Hari Ganga Nagar, Hoshangabad Road, Bhopal - 462001"
"Arvind Memorial English School in Anand Nagar, Bhopal",,755-2751487,"117/118, Press Colony, Anand Nagar, Bhopal - 462022, Near Union Bank"
"Century Convent School in Ashoka Garden, Bhopal",,755-2750362,"Old Ashoka Garden To Sethi Nagar Masjid, Vivekananda Square, New, Ashoka Garden, Bhopal - 462023, Near Hotel Manasa"
"Bachpan A Play School in Kolar Road, Bhopal",9575872151,,"House No 169, Mandakini Colony, Kolar Road, Bhopal - 462042, Lane Opp Central Bank"
"Myplanet Play School in M P Nagar, Bhopal",,755-4917226,"22, Shabri Complex, Mp Nagar Road, M P Nagar, Bhopal - 462011, Near SBI, Zone-2"
"Kidz Berry Pre School in Hoshangabad Road, Bhopal",9479452888,,"Chinar Dream CT, Hoshangabad Road, Bhopal - 462011, Near 11 Mile"
"Govt Naveen Girls Higher Secondary School in Tulsi Nagar, Bhopal",,755-2762206,"Tulsi Nagar, Bhopal - 462003"
"St John School in Govindpura, Bhopal",,755-2582132,"Govindpura, Bhopal - 462023"
"Vidhya Valley Public School in Lalghati, Bhopal",9111000075,,"Indira Vihar, B 123, Tilak Society, Airport Road, Tilak Nagar, Lalghati, Bhopal - 462030"
"Hind Convent School in , Bhopal",,755-4221233,"Naveen Nagar, Aish Bagh, Bhopal - 462011"
"Marvellous Public Higher Secondary School in Chobdarpura, Bhopal",9303133531,,"Kaptan Shadi Hall Road, Talaiya, Chobdarpura, Bhopal - 462001"
"Sagar Public School in E/8 Extension, Rohit Nagar, Bhopal",,755-3243300,"Bhopal - 462003, E/8 Extension, Rohit Nagar"
"Sarojini Naidu Girls Higher Secondary School in Shivaji Nagar, Bhopal",,755-2554424,"Shivaji Nagar, Bhopal - 462016"
"Dynamic Public Higher Secondary School in Subhash Nagar, Bhopal",9893377795,,"Building No 31, Subhash Nagar, Bhopal - 462023"
"Shafiq Khan Rifle Shooting Academy in , Bhopal",9752426820,,"Congress Nagar, Shahjahanabad, Bhopal - 462001"
"FAMICAN in Kolar Road, Bhopal",9109911577,,"B-68 ,BDA Colony, Kolar Road, Bhopal - 462042, Behind Life Line Hospital,Sahapura"
"Manvendra Vidya Mandir Higher Secondary School in Semra, Bhopal",9424426228,,"101, Purushottam Nagar, Semra Kalan, Bhopal, Phase 1, Railway Station Road, Semra, Bhopal - 462010"
"Little Rose Convent School in Jahangirabad, Bhopal",,755-6450222,"19- Neelam Colony Lily Talkies, Jahangirabad, Bhopal - 462008"
"Govt Nutan Subhash Higher Secondary School in Tt Nagar, Bhopal",,755-2555020,"Tt Nagar, Bhopal - 462003"
"Ankur Middle School in Shivaji Nagar, Bhopal",,755-4282498,"6 No Stop, Shivaji Nagar, Bhopal - 462016"
"Thawait Vinay Karate School in , Bhopal",,755-2421348,"C90, Shahpura, Bhopal - 462001"
"Government High School in Jamalpura, Bhopal",8728009896,,"Putlighar Gali Number 2, Teela Jamalpura, Putlighar, Shahjahanabad, Jamalpura, Bhopal - 462001"
"Paras Public School Berasia in , Bhopal",9827387744,,"Bhonrasa, Bhopal - 463106"
"Gomti Public High School in Bhopal Gpo, Bhopal",9893987985,,"Bawadiya Kalan Bhopal, Bhopal Gpo, Bhopal - 462001"
"Kids Convent High School in Bhopal Gpo, Bhopal",9303585149,,"817 A Housing Board, Karond, Bhopal Gpo, Bhopal - 462001"
"Future Gems School in Bhopal, Bhopal",9200578540,,"Future Gems School, Street No. 3, Bhopal, Bhopal - 462003, Metro Medical"
"Rinis Convent School in Kolar Road, Bhopal",,755-4942020,"Dk -2/164 Danish Kunj, Kolar Road, Bhopal - 462042, Near Gangor Bhavan"
"Prodigee Pvt Ltd in Indra Press Complex, Bhopal",7772838383,,"Z-18, Iiird Floor Zone-1, M.P. Naga, Indra Press Complex, Bhopal - 462011"
"A B M Higher Secondary School in Ashoka Garden, Bhopal",,755-2756570,"80-81, Lala Lajpat Rai Colony, Ashoka Garden, Bhopal - 462023, Bagh Dilkusha"
"Snehil Kidz Play School Sneh Nagar in Misrod, Bhopal",8989716100,,"119/120, Sneh Nagar Colony, Misrod, Bhopal - 462026, Opp.Vrindavan Garden,"
"Government Hamidia Girls Higher Secondary School in Ibrahimpura, Bhopal",9977698893,,"Peer Gate Area, Ibrahimpura, Bhopal - 462001"
"Scholars Acadmy H S School in , Bhopal",,755-2542122,"Bhopal, Nakkar Khana, Peer Gate Area, Bhopal - 462001"
"Carmel Convent Girls Higher Secondary School in Bhopal Gpo, Bhopal",,755-2586578,"Bhel, Bhopal Gpo, Bhopal - 462001, Govindpura"
"Campaion School Shahjahanabad in Shahajanabad, Bhopal",,755-2748711,"F/31/1, Shahajanabad, Bhopal - 462001, Inside Golghar"
"Red Rose School in Karond, Bhopal",,755-2739898,"734/A, Housing Board Colony, Karond, Bhopal - 462038"
"G B Convent Higher Secondary School in Shahajanabad, Bhopal",,755-2738113,"Shahajanabad, Bhopal - 462001, Shankracharya Nagar, Station Area"
"G B Convent Higher Secondary School in Bhopal Gpo, Bhopal",,755-2738113,"Bhopal Gpo, Bhopal - 462001, Jain Colony"
"The Iconic School in Bhopal Gpo, Bhopal",,755-2696860,"Bhadbhada Road,, Bhopal Gpo, Bhopal - 462001, Barkheda"
"Fairy Convent School in Barkhedi, Bhopal",,755-2767937,"Zawabi Lines, NEAR D MART, Barkhedi, Bhopal - 462008, Opp Sarab Gas Agency & Nr Lily Talkies"
"The Anant Utsav School in Mandideep, Bhopal",,7480-205075,"Nh12 Mandideep, Mandideep, Bhopal - 462046, Opposite Nahr Spinning Mill"
"Campion School in Bhopal Gpo, Bhopal",9424418395,,"Bhawnri,, P.O.Bairagarh, Bhopal Gpo, Bhopal - 462001, Dist. Bhopal"
"Cambridge School in Idgah Hills, Bhopal",,755-2748711,"Idgah Hills, Bhopal - 462001"
"Junior Galaxy Foundation School & Day Care in Kolar Road, Bhopal",9893023588,,"B -186, Opp Kalpan Chawala Park,Sarvdharm Colony, Kolar Road, Bhopal - 462042, near vishal megha mart,"
"Rabbani Publications in Ibrahimpura, Bhopal",,755-2543320,"BUILDING NO 67, Tolwali Masjid Road, Ibrahimpura, Bhopal - 462001, MOTIA PARK"
"International Public School in Bhopal Gpo, Bhopal",9981515103,,"Bhopal Gpo, Bhopal - 462001, Near Sports Authority Of India,Bishen Khedi"
"Education Point in Satlapur, Bhopal",8878718703,,"Sargam Plaza, Satlapur, Bhopal - 462046, Near Madideep"
"Genius Convent School in Ibrahimpura, Bhopal",,755-4946108,"Madina Trade Center, 18, Chatori Gali, Ibrahimpura, Bhopal - 462001"
"A.B.M Convent School in Berasia Road, Bhopal",8120921714,,"House Number 4, Baphna Colony, Kazi Camp, Beresia, Road, Berasia Road, Bhopal - 462001, Behind People's Hospital"
"Bharti Vidhya Mandir Higher Secondary School in Panchsheel Nagar, Bhopal",,755-2767954,"4, Ravindra College Road, Panchsheel Nagar, Bhopal - 462003, Near Kalimandir, Panchsil Nagar"
"Ravindra Nath Tagore High School in Bhopal Gpo, Bhopal",9893257168,,"Jahangirabad, Chiklod Road, Bhopal Gpo, Bhopal - 462001, Near Rambha Talkies, Rajdhani Petrol Pump"
"Disney Kids Pre School in Hoshangabad Road, Bhopal",9981113417,,"D-48,Foutune Soumya Heritage, Hoshangabad Road, Bhopal - 462011, Near IPS School"
"Little Ones School in Bhopal Gpo, Bhopal",9425464310,,"9, Professor's Colony, Bhopal, Bhopal Gpo, Bhopal - 462001"
"Guru Nanak Public School in Idgah Hills, Bhopal",,755-2539029,"Advocate Colony, Idgah Hills, Bhopal - 462001, Near Gurudwara"
"Baby Convent School in Jahangirabad, Bhopal",,755-2762633,"Ahata Captain Saheb, Jahangirabad, Bhopal - 462008, Behind State Garrage"
"Manipal Public School in Raisen, Bhopal",,755-2685444,"Plot No. 122, Patel Nagar, Raisen Road, Raisen, Bhopal - 462023, Near Tit College, Hathaikheda"
"Maple Bear Canadian Pre-School in Rachna Nagar, Bhopal",9826606355,,"Takshshila School Campus, Rachna Nagar, Bhopal - 462023"
"M.s.b. Educational Institute in Bhopal Gpo, Bhopal",8959608789,,"Gandhi Nagar, Narsinghgarh Road, Bhopal Gpo, Bhopal - 462001, Opp Holy Family Sch"
"Rose Mary Higher Secondary School in Harshwardhan Nagar, Bhopal",,755-2760104,"Lig 1and 6, Harshwardhan Nagar, Bhopal - 462003"
"Mahatma Gandhi Government Higher Secondary School in Bhopal Gpo, Bhopal",9425607824,,"28, Bade Ganesh, Bhopal Gpo, Bhopal - 462001, Mandir Road"
"Sprouts An Ag8 Pre School in Bhopal Gpo, Bhopal",8959908145,,"Aakriti Ecocity, Village Bawadia Kalan,, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Hamidia Girls Higher Secondary School No 2 in Nr Fire Brigade Fateh Gareh, Bhopal",2547415,,"Bhopal - 462001, Nr Fire Brigade Fateh Gareh"
"Bourbon H S School in Jahangirabad, Bhopal",,755-2766402,"8, Jinsi, Church Road, Jahangirabad, Bhopal - 462008"
"Maharshi Vidya Mandir Public School in Berasia Bhopal, Bhopal",8085837600,,"Ward No. 14, Jain Colony, Vidisha Road Berasia, Berasia Bhopal, Bhopal - 463106"
"Douglas School in , Bhopal",2733968,,"Krishna Colony Pgbt Collage, Bhopal - 462001"
"Rose Mary School in , Bhopal",9425300407,,"Navjeevan Colony Chhola, Distt. Bhopal, Bhopal - 462001"
"Maharishi Vidya Mandir Public School in Berasia Road, Bhopal",9300802845,,"Arihant Colony, Berasia Road, Bhopal - 462001, Peeple Chouraha, Shanti Kunj, Berasia"
"Mother Mary H.S.School in Barkhedi, Bhopal",9907813440,,"Bhopal, Morarji Nagar, Bagh Farahat Afza, Barkhedi, Bhopal - 462008"
"Sha-Shib School in Ashoka Garden, Bhopal",,755-2758221,"63, Ashok Vihar Nagar, Nigam Colony, Ashoka Garden, Bhopal - 462023"
"Madarsa Khanka Sharif Gausul Aazam Dastgir in Jahangirabad, Bhopal",9826466631,,"Chiklod Road, C.L.Colony, Bank Colony, Jahangirabad, Bhopal - 462008"
"Vision Point in Govindpura, Bhopal",9713071575,,"6, Shanshah Garden, Raisen Road, Punjabi Bagh, Guru Nanak Mandir, Govindpura, Bhopal - 462023, Near Ashoka Garden"
"Suhail Sir Tuition Classes in Jahangirabad, Bhopal",8109286898,,"V 52 Vasundhara, Bank Colony Road, Jahangirabad, Bhopal - 462008"
"Joshi Driving School in Bhopal, Bhopal",9993169838,,"Padmanabh Nagar, Old Subhash Nagar, Bhopal, Bhopal - 462023, Near Railways Station"
"D A V High School in South Tt Nagar, Bhopal",,755-2773797,"MIG 261, South Tt Nagar, Bhopal - 462003"
"Mount Carmel School in Bag Mungalia, Bhopal",,755-2481118,"Bag Mungalia Road, Bag Mungalia, Bhopal - 462043, Near Babulal and Sons Filling Station, Arvind Vihar"
"Maharana Pratap Higher Secondary School in Jahangirabad, Bhopal",,755-2764414,"80 Foot, Station Road, Jahangirabad, Bhopal - 462008, Mahamai Bagh, 20 Galli No 1"
"M D Higher Secondary School in Jahangirabad, Bhopal",,755-4045306,"Chiklod Road , Jinsi Road, Badvali Mazid, Pratap Nagar, Jahangirabad, Bhopal - 462008"
"Government Higher Secondary School in Bhopal Gpo, Bhopal",9425015581,,"24, Mata Mandir, Bhopal Gpo, Bhopal - 462001, Ke Paas"
"Bal Bharati Public School in Ratibad, Bhopal",,755-2896288,"Ratibad Road, Ratibad, Bhopal - 462002, Neelbat  Area"
"DAV Higher Secondary School in Piplani, Bhopal",,755-2689156,"Piplani, Bhopal - 462022, Avadhpuri,Bhil"
"Vikram Higher Secondary School in Bhopal Gpo, Bhopal",7552502707,,"Bhopal Gpo, Bhopal - 462001, B-Sector Piplani,"
"Samudayik Bhawan Damkheda in Kolar Road, Bhopal",9826281219,,"Sarvdharm Colony, Kolar Road, Bhopal - 462042"
"Sheel Niketan School in Idgah Hills, Bhopal",,755-2601279,"106, Prince Colony, Idgah Hills, Bhopal - 462001"
"Sanskar Pathshala in Opposite, Bhopal",9718391906,,"Shela Arcade, Ems House, Z15, Zonei, Maharana Pratap Nagar, Ram Gopal Maheshwari Marg, Bhopal - 462011, Opposite"
"Universal Kids Foundation School in Bab-E-Ali, Bhopal",,755-4923797,"32, Khwaspura Near Mohammadi masjid, Bhopal - 462001, Bab-E-Ali"
"sengar Public higher Secendry School in Chandbad, Bhopal",9425372122,,"Plot No 40, Semra Gate, Chandbad, Bhopal - 462010"
"Saraswati Shishu Mandir in Hamidia Road, Bhopal",,755-2752276,"71 Laxmi Market Semra Chouraha, Hamidia Road, Bhopal - 462001"
"Hills Public School in Shastri Nagar Bhopal, Bhopal",,755-2775519,"3 Mehar, Shastri Nagar Bhopal, Bhopal - 462003, Opposite Ag Colony, Near Depott Chaurana"
"MP Vikas School in Pushpa Nagar, Bhopal",9893514581,,"101, No.4, Mahamai Mandir, Mahamai Ka Bagh, Street, Street Off 80 Feet Road, Pushpa Nagar, Bhopal - 462010"
"SOS Hermann Gmeiner School Bhopal in Piplani, Bhopal",,755-2756236,"Khajuri Kalan Road, Piplani, Bhopal - 462022"
"Little Rose Public School in Berasia Road, Bhopal",9229869580,,"Berasia Road, Bhopal - 462001, Karond, Shiv Nagar"
"Raj Public School in Bhopal Gpo, Bhopal",9993956193,,"Opposite Nishatpura Thana, Pooja Colony Karond Bhopal, Bhopal Gpo, Bhopal - 462001"
"Standard Public School in South Tt Nagar, Bhopal",,755-2770799,"228, Mla Quaters, South Tt Nagar, Bhopal - 462003, Geetanjali Chouraha"
"First Step Education Acedamy in Berasia Road, Bhopal",8602350678,,"Plot No 1014, A Block, Housing Board Colony, Berasia Road, Bhopal - 462001, Karond"
"Government Naveen Kanya Uchatar Madhyamik Vidyalaya in Tulsi Nagar, Bhopal",9826280502,,"Jain Mandir Road, Panchsheel Nagar, Tulsi Nagar, Bhopal - 462003"
"Green Fields School in Shivaji Nagar, Bhopal",,755-2550036,"101/24-B, Shivaji Nagar, Bhopal - 462016, Stop No 5"
"Red Rose School in Bhopal Gpo, Bhopal",9425000989,,"Trilochan Singh Nagar,, E-8/Arera Colony,, Bhopal Gpo, Bhopal - 462001, Dist. Bhopal"
"Kings Convent School in Nagar Nigam Colony, Bhopal",9893054228,,"133, Ashoka Vihar, Bhopal - 462003, Nagar Nigam Colony"
"Shukla Rajkali HR. Sec. School in Bhopal Gpo, Bhopal",9926270764,,"Barkhera Pathani Bhel Bhopal, Bhopal Gpo, Bhopal - 462001"
"St Thomas Convent School in Arera Hills, Bhopal",,755-2555878,"Arera Hills, Bhopal - 462011, Behind Jeevan Motors"
"Rajya Sthariya in Shivaji Nagar, Bhopal",,755-2574828,"D103, 3, Shivaji Nagar, Bhopal - 462016"
"Joshi B K DMS School in Shamla Hills, Bhopal",,7480-2661809,"F 5 Rce Campus, Shamla Hills, Bhopal - 462013"
"Krishna Public School in Jumerati, Bhopal",9826071407,,"M-28,A-Sector,Rajiv Nagar,Bhopal(M.P), Jumerati, Bhopal - 462001"
"Life Line Convent High Secondary School in Saket Nagar, Bhopal",9907209352,,"Aims Hospital Road, Saket Nagar, Bhopal - 462024, Sector 2/C, Near Aims Hospital"
"New St Marry Convent Higher Secondary School in Panchsheel Nagar, Bhopal",,755-6534377,"29, Ravindra College Road, Panchsheel Nagar, Bhopal - 462003, Near Gurudwara"
"Rose Mary High School in Panchsheel Nagar, Bhopal",7898632248,,"Lig1, Harshavardhan Nagar, Panchsheel Nagar, Panchsheel Nagar, Bhopal - 462003"
"Gvm Convent School in Below Nagar Nigam, Bhopal",9300112993,,"Chowksi Publicity, Dig Banglow, Bhopal - 462011, Below Nagar Nigam"
"Adarsh Gulab Middle School in Tt Nagar, Bhopal",9754020135,,"New Market, Stt Nagar, Tt Nagar, Bhopal - 462003"
"V Saint Convent School in Jahangirabad, Bhopal",9827641725,,"34, Jail Road, Jahangirabad, Bhopal - 462008"
"Govt Mahatma Gandhi Higher Secondary School in , Bhopal",,755-2620767,"B H E L, Bhopal - 462001"
"Obc Office in Loha Bazar, Bhopal",8889192422,,"Bhopal Talkies Road, Peer Gate, Peer Gate Area, Loha Bazar, Bhopal - 462001"
"Bachpan A Play School in Arera Colony, Bhopal",,755-3203444,"Shantikunj, Nh/17 Bharat Nagar Main Road, Arera Colony, Bhopal - 462016"
"Ding Dong School in Bhopal Gpo, Bhopal",,755-2570071,"ne, Bhopal Gpo, Bhopal - 462001, Behind Rose Beauty Parlour, Near Lily Talkies"
"Siddharth Excellence Academy in Bhopal Gpo, Bhopal",,755-4262780,"20 C, Bhopal Gpo, Bhopal - 462001, Near Mpeb Office, Vidhya Nagar"
"St.George Co-Ed Higher Secondary School in Bhopal Gpo, Bhopal",9425660539,,"Housing Board Colony,, Karond, Bhopal,(M.P), Bhopal Gpo, Bhopal - 462001"
"M S Convent School in Bhopal Gpo, Bhopal",9826015773,,"Plot No-1, B D A, Panchsheel Nagar,, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001, Near Kali Mandir"
"Aadarsh Indra Niketan School in Panchsheel Nagar, Bhopal",9425378426,,"House, No.399, Narad Gali, Bengali Colony, Panchsheel Nagar, Bhopal - 462003"
"Sanskriti The School in Bhopal Gpo, Bhopal",,755-2788111,"Shiv Shankar Marg AJmer, Ghoogra, Bhopal Gpo, Bhopal - 462001, Near MDS UNiversity"
"Abhisar Public School in Tt Nagar, Bhopal",9826081041,,"Tt Nagar, Bhopal - 462003, Opp Dashera Maidan"
